measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0777640048043772,0.1083451896106628,0.0491167955592166
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,55.842609669619996,78.74927948202999,36.695716748129996
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.0749316567024878,0.1065792758794959,0.0463900612237864
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,53.09524086128,74.43490631883,33.411223435829996
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0723406560557206,0.1095373901602911,0.0405040938779798
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,51.02113294193,75.85130908215,29.1407403414
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2010,0.0667373361107699,0.0932204072586665,0.0421300312632413
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2010,132.63161957776,185.67083039032,82.20265150621
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2011,0.0685833153432395,0.0942398960233399,0.0463454413541707
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2011,137.22481372495,188.8642670694,88.88832710161
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2012,0.0728632764712319,0.0981152551165588,0.0503686743169392
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2012,144.37546757773,193.82328882582001,100.03906053560999
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2013,0.0781141361063957,0.103744554889913,0.0557315257547107
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2013,153.18052859008,204.41990861169998,109.36386667941001
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2014,0.0827348021767637,0.1091540575764222,0.0594777235956995
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2014,160.34046186937,214.79072730306,114.35668105888
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2015,0.0852531356329832,0.1154290255871145,0.0602795103125735
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2015,164.02650256912,224.40344607601,113.7954826255
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2016,0.0858370258210763,0.1154443889281034,0.0607391426666441
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2016,165.47133537503,225.38168754475998,115.18075940056
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2017,0.085924238061569,0.115601303463484,0.059340835446973
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2017,166.55718490217,227.94813597652,112.64731447741
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2018,0.0857437925035108,0.1237101656573425,0.0543204071468628
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2018,167.57252459074,243.38940396772998,104.78498465116999
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2019,0.0854459671189195,0.1340530959156721,0.0473893149093769
DALYs (Disability-Adjusted Life Years),Japan,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2019,168.35060908427002,259.89805384344,92.72047742203999
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2010,0.108860501335492,0.1572550904555251,0.0722185866532198
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2010,569.62575277311,828.1768107932901,379.10102586075
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2011,0.1060090093027491,0.1477927623628879,0.0730239582393572
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2011,506.51238537283,701.7554546205799,349.6204236273
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2012,0.1015205859237262,0.1397321737839257,0.070851433391701
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2012,463.63997698155,633.6134606314,325.7424278178
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2013,0.0962560610772258,0.1329469862074623,0.0668951858435925
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2013,425.97991837156997,585.42721015076,295.55671849737
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2014,0.0911144445491519,0.1312256056802251,0.0585869987873124
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2014,403.98002719035003,581.18305521615,263.6728851106
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2015,0.0872186861129966,0.1310975568357439,0.0520010830593744
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2015,380.29626548274,571.75425743465,225.38225262038998
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2016,0.0843264052816701,0.1226048048571241,0.0538631325680951
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2016,364.91869241774,531.47536058891,230.00538556976
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2017,0.0813883144320631,0.1166431731369209,0.053582290875766
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2017,335.21975144681,482.12885681727994,219.61223365376
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2018,0.078722719245989,0.116954467428052,0.0513341705789021
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2018,325.38745478125,480.50179371925,210.72135795815
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2019,0.0760371573757095,0.1158424476931255,0.046349475730736
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2019,308.97837076111,470.7310868164,186.56664791063
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.1205272937953923,0.1458469546410896,0.0958550831023131
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,648.1990157656301,796.1769722928501,505.33577925757
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.1170898191543408,0.1415672975426474,0.0929074474833956
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,626.21518421593,773.5723603086301,485.1818358934
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.113528469752909,0.1373546694681489,0.0899388738534395
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,605.71181909397,749.04741371616,468.57672284380993
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.1096861125661987,0.1331065365353197,0.0866481501853351
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,576.11819959273,716.48391830403,443.92436673924
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.105901780456777,0.1289908236930859,0.0835658258926803
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,554.38361438023,690.4520237998801,425.02085294792
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.1020640433103753,0.1248047009522168,0.0801133344813637
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,552.50504809369,690.74995850299,420.02298937551
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.0959692756820229,0.1178038508854763,0.0749094059507483
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,507.94067892669995,639.7280032446399,385.48335809044
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.089585548293846,0.1106778060615159,0.0698376455204253
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,477.21089567621993,602.70387221649,362.59602106954003
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.0835699578650182,0.104202771361156,0.0648441560228611
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,439.34372207858,557.70321730388,330.62996876747
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.0800372890997925,0.1005285957908235,0.0614373628560817
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,418.27563110373,535.9983421601,310.88708063282
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.1018902702579775,0.1262683216381701,0.0786675490107704
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,690.46289464377,856.5044219522699,527.75624465473
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.0982029523806251,0.1219718388201192,0.0756856042769256
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,655.5195484526099,820.0499416522899,499.14959320414
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.0926327983996363,0.1157110512162316,0.0711847512463378
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,621.45839537835,784.36734114541,471.05288384436005
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.0860570634597036,0.1082936917005553,0.0655821762451874
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,581.74051601966,741.6815576878801,435.19274054819
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.0791206071463195,0.1005395628854408,0.0594361946679562
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,524.2455162687199,673.9020573774101,385.64549735617
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.0738090361716703,0.0945810621018249,0.054391619097738
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,492.42594542565,635.9001250679801,358.42572708175
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.0689402623224323,0.0892469880455175,0.0504375779741333
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,458.16036513473,598.43844194783,330.99818996195
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.0639953230424967,0.084114816279697,0.0462623110839174
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,414.68216184779004,550.37583481304,296.18571656832
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.0595328231359687,0.0789631906463863,0.0422572442063975
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,382.14738649545,510.41729019713006,267.90374987865
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.055693840697189,0.0753360142420157,0.0387794996711548
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,348.63078119392003,475.59281073522,237.61348737993
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.1187888518229917,0.145469193056528,0.094099842393659
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,118.19222338981001,146.35145080502,92.24320495076
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.1165013456280477,0.1430299531878962,0.0920766418542454
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,114.87080997402,142.77781774023,89.82466235904
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.1151903168597849,0.1416611743530513,0.0911648550604496
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,112.53802444766,140.83095972589,87.60642339767
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.1130462984552848,0.1387824234702897,0.0891594170577007
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,108.20807524513,134.96892749444,83.96772469046999
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.110908593483219,0.1364054105024714,0.0874824036759828
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,105.46145344796001,131.81891422114,81.70860907984999
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.1089559680094501,0.1342914127184712,0.0855908637783441
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,107.72819715599,136.25866560719,83.3046466719
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.1041194384605834,0.1287539740094313,0.0818036630507247
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,106.16729991165,134.51964031134,81.63185883547
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0977885418350604,0.1214287340643061,0.0766365199842502
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,103.25282050207001,131.20420383274,78.6167746976
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.0913204612045609,0.1136676341405219,0.0711909892568975
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,96.90886655468,124.10059311212,73.24974015875
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0876360804747659,0.1100587485544393,0.0675805970986712
DALYs (Disability-Adjusted Life Years),Italy,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,93.48274063424999,119.43500735161,69.55954426502001
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2010,0.1607894879183873,0.2015998142332588,0.1224609125353303
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2010,247.86310708048998,314.95836394166,189.13659817099
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2011,0.1642484506598122,0.2026638412892287,0.1275129636071499
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2011,247.02798979640002,310.25499797799,192.57971854651998
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2012,0.1721249224162376,0.2094191124199629,0.1353860324514266
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2012,253.92956037596,315.34193849270997,198.39137225964
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2013,0.1815613421601389,0.2176550218030417,0.1427157773734012
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2013,260.78543560629,322.93705036744,205.76880355059998
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2014,0.189782077906896,0.226990209534059,0.1484133438122952
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2014,266.40508363269,328.34941672376004,207.74994781341002
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2015,0.1939701472605652,0.2363907748105706,0.1503487858456693
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2015,269.66922897273,338.29736269266,207.82512648973
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2016,0.1943949276977925,0.2385647055312882,0.1521180587023909
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2016,268.8948682869,339.07352207583,204.50581992048
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2017,0.1936198493524109,0.240254925692779,0.1498694679930776
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2017,267.24781906834,340.48617785224997,201.26756745740002
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2018,0.1923637085930061,0.2487724536509653,0.1437673074891392
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2018,268.79401520797,356.50260016468997,193.81001957800999
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2019,0.1912898296110158,0.2626899299612505,0.1306078784101145
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2019,268.2638050287,376.47659522252,178.62660344279
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.0985262467259551,0.1227039197924931,0.0773508801350753
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,120.41336852767,150.17057159788,92.87542542757
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.0968817677946538,0.1209092114852269,0.0761867531331936
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,119.21776351762,149.22109393051,91.53818281483
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.0930577071335946,0.1166270852733116,0.0727151059582356
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,115.09011804055999,145.65655203723,87.86867643967
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.0883154506227159,0.1114541488907111,0.068467623557101
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,111.37736061158002,142.465181077,84.22019212804001
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.0822896620001981,0.1047723330971422,0.0627829478446803
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,102.57152618756,132.31532980564998,76.27568663527
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.0775351613011306,0.0999402651569231,0.058427209510076
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,99.85717264472001,130.4183054026,72.67613854306
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.0727184303835272,0.0949405676379164,0.0535997702230604
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,94.93270736582001,124.26400582636,68.3067726602
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0680705638073414,0.0891186079522788,0.0494963003758323
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,90.14520710429001,118.92341614169,64.03235887393
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.0635571636713748,0.0843088451771904,0.0454711665811148
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,85.21199243776,113.75008488062001,59.65706066542
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0593641031044749,0.0800740660233596,0.041281355732361
DALYs (Disability-Adjusted Life Years),Germany,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,79.20491772245,107.88518496988,54.16414000307
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.0702613956105308,0.0911633633927053,0.0519977353813298
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,296.75650185275,385.21398793555,219.49763262322
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.0676460846069507,0.0880614649785313,0.0501936642890851
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,281.74452499865,367.31132593723004,208.09060528327
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.0654526091910824,0.0853885162993038,0.0485158376872573
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,271.75881980025,352.76711164241,199.68900894183
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.0630694558601166,0.0823512465226079,0.0466398872097707
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,258.02170250396,335.52286173195,188.29258771958
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.0606649607890487,0.0789657930516351,0.0444589748247621
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,249.13639058714,326.42176246846,180.70289625543
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.058303361734364,0.076223037407433,0.0424579234891178
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,245.84954844612,322.83638296470997,177.24390152398
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.054133149369928,0.071681728624286,0.038657658430116
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,227.79122876052998,302.69063745369,160.27744594004
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.0490846808507491,0.0663875489649346,0.0337509520410031
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,207.98272403517998,282.25901124598,140.68478580301
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.0447828021098622,0.0619342647776243,0.0292692162214484
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,191.26659922564,266.11781808552,124.46123590780999
DALYs (Disability-Adjusted Life Years),Spain,Both,All ages,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.0427444656334159,0.0595827082389701,0.0272042486749207
