Country,COVID_Deaths_Rate,upper,lower,Mean_PM25_2010_2019,Year,SDI_mean_value
Central African Republic,129.21274653624272,172.9429864381923,85.48933653375413,28.012999999999998,2020,0.305426298180724
North Macedonia,221.88132702109263,284.18591883926814,156.1783754358319,30.842000000000002,2020,0.747849899969173
Haiti,81.24090433405554,137.887579019985,34.57748741995887,9.854,2020,0.446390613582292
Democratic Republic of the Congo,56.430181803456016,61.90180241237511,51.43811602458828,31.871,2020,0.376712271159843
Italy,139.2720837898269,144.3082847151729,134.12932973358335,17.298000000000002,2020,0.803635679966778
Saudi Arabia,33.62943704114116,39.86061179496122,26.441700554367497,57.003,2020,0.810541860714478
Slovenia,136.04204438694947,178.24944401992482,95.63363957303233,17.808,2020,0.840373845574037
United States of America,128.64146045427427,133.47057198116588,124.07161118760182,8.421,2020,0.860792773409847
Malta,49.63157095167409,61.589109521930176,40.981127149258846,14.267000000000001,2020,0.798375166241004
Brazil,91.247365866029,99.34706036988672,84.41006867212357,13.107,2020,0.649201568351328
Ecuador,203.4337062906801,240.80769157569648,165.92256447768634,17.266,2020,0.65671445724893
Rwanda,14.44216698198538,17.092779715811428,9.487882701995533,34.93,2020,0.429896595971404
New Zealand,0.5120172914540163,0.5520670456670925,0.4754014814063882,7.731,2020,0.847398736836909
Togo,33.84554032538281,39.2032601867289,29.068551920261044,36.198,2020,0.402356922397572
Chad,65.08306244061797,77.25402448437308,54.33736603926536,42.565999999999995,2020,0.236103082769538
United Republic of Tanzania,54.93957952323776,59.54714160399116,50.75793286773705,15.419999999999998,2020,0.438747237740344
Sierra Leone,57.93802136620834,68.11866484171979,50.46451510468496,39.524,2020,0.352412021842938
Tajikistan,98.82811699256165,118.75469498024708,74.75774168780744,63.496,2020,0.537690530515565
Ghana,43.40867943651226,47.94781384281841,39.26038256954459,46.719,2020,0.558462173287852
Barbados,2.636359624599515,2.636359624599541,2.636359624599541,9.899,2020,0.74436664552373
Bahrain,54.24221101579788,62.20419444578303,44.85223878199377,53.818999999999996,2020,0.748103083095047
Gabon,92.7921526803594,100.82363537193808,85.2595742739506,25.749000000000002,2020,0.627609647280361
Somalia,96.04197843898054,115.147719351473,76.11780729738231,14.38,2020,0.0763633695596333
Australia,3.748513811676273,3.9082412949205807,3.566363314422274,7.478999999999999,2020,0.842051314482691
Micronesia (Federated States of),4.868583725472509e-09,4.868583725472522e-09,4.868583725472522e-09,7.579000000000001,2020,0.584527228769055
Peru,265.6560627308917,333.46961418381164,208.10215139899333,29.540999999999997,2020,0.658672243500517
Serbia,127.44494611740596,217.07285521121952,40.23645532554616,26.255000000000003,2020,0.789183332686432
Portugal,85.86483922127668,94.43516138527166,76.30588223390849,8.937999999999999,2020,0.741037384212082
Trinidad and Tobago,48.883266773164,84.57729546449117,20.803066190209957,10.347,2020,0.766422080818681
United Arab Emirates,6.976246439552426,16.75269523978453,1.956389977607012,43.039,2020,0.846151975991622
Uganda,30.29704647899913,35.145489744931865,19.64213287274874,31.619,2020,0.416846079190348
Austria,84.58236026833488,89.16776650508668,80.30149709102886,13.524000000000001,2020,0.852020385174284
Yemen,46.400173780558326,54.22618100876962,37.05446082636498,40.716,2020,0.44689306923482
Estonia,23.637976426534944,57.40484471042263,12.344415312187378,7.087999999999999,2020,0.841817139147138
