measure,country,cause,risk-exposure-impact,metric,year,measure val,upper,lower,pm25 concentration,pm25 lower bound,pm25 upper bound,sdi mean value
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Percent,2010,0.2218818996903927,0.2962834743251908,0.128690860136773,47.18,44.59,49.38,0.64152144342547
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Rate,2010,793.95747736128,1068.97684548304,455.63253535273,47.18,44.59,49.38,0.64152144342547
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Percent,2011,0.2342828485192553,0.3075200072364781,0.1380860946899698,51.92,45.85,59.45,0.651447977618785
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Rate,2011,835.9200507335801,1110.78544559223,492.08481457981,51.92,45.85,59.45,0.651447977618785
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Percent,2012,0.2497819721932511,0.3214373868974216,0.1514257641156196,53.43,46.71,59.15,0.657144292359298
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Rate,2012,883.72366812558,1145.51887368958,548.16082408328,53.43,46.71,59.15,0.657144292359298
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Percent,2013,0.2646092540376089,0.3363911285449377,0.1637303713938679,64.93,61.43,67.88,0.66310300729639
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Rate,2013,927.72159018696,1208.91387561543,564.49020912259,64.93,61.43,67.88,0.66310300729639
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Percent,2014,0.2758530292445255,0.3465532853096356,0.1721816797663795,55.4,52.78,57.5,0.668640847002655
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Rate,2014,960.57158746911,1227.91016457099,589.90559440489,55.4,52.78,57.5,0.668640847002655
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Percent,2015,0.2806490414820164,0.3508757156889699,0.1764406323553188,51.76,49.64,53.54,0.671940110944872
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Rate,2015,975.97648041069,1238.96410059217,614.1226808988899,51.76,49.64,53.54,0.671940110944872
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Percent,2016,0.2770379651386179,0.3459467013303451,0.1746100495754474,47.61,45.75,49.35,0.676218437253933
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Rate,2016,975.94088165569,1260.84765534434,611.64650127262,47.61,45.75,49.35,0.676218437253933
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Percent,2017,0.2673733777962642,0.3329484723932592,0.1707051433916314,46.9,44.96,48.35,0.6846196607825
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Rate,2017,945.15709611759,1206.73111405412,601.2870222748201,46.9,44.96,48.35,0.6846196607825
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Percent,2018,0.2556812544042144,0.3160487275735201,0.167349091092628,40.54,38.86,41.97,0.693717996192013
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Rate,2018,909.88190570534,1175.83290719227,570.9120927417699,40.54,38.86,41.97,0.693717996192013
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Percent,2019,0.2452487705752306,0.3012752034790466,0.16371661063609,38.15,36.69,39.42,0.703686823937232
DALYs (Disability-Adjusted Life Years),China,Stroke,Ambient particulate matter pollution,Rate,2019,884.1626976861,1132.4704482472,582.0145587585,38.15,36.69,39.42,0.703686823937232
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Percent,2010,0.0971030212042691,0.1432189432467095,0.0519592784764424,20.59,16.5,24.63,0.585982419406785
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Rate,2010,350.44737893446,522.60983028747,184.35757471501,20.59,16.5,24.63,0.585982419406785
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Percent,2011,0.0985463006111673,0.1429633957036591,0.0534530619317523,19.12,15.79,23.06,0.593652984587084
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Rate,2011,354.80531968266,512.5671818757501,186.78941121393,19.12,15.79,23.06,0.593652984587084
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Percent,2012,0.1005366538056498,0.1420631048106984,0.0543891104508456,20.27,17.12,24.51,0.601185701344525
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Rate,2012,362.5381764554,525.02744691047,197.46550178395,20.27,17.12,24.51,0.601185701344525
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Percent,2013,0.1030427062336928,0.1417625341042527,0.0555402607441857,20.91,17.74,24.49,0.608509904334102
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Rate,2013,371.79704645028,539.35548237662,196.73829696378,20.91,17.74,24.49,0.608509904334102
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Percent,2014,0.1057190964798597,0.1452349159672923,0.0564201467482109,18.87,16.06,22.73,0.615499887091834
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Rate,2014,382.54995652264,546.69770613326,202.74780488426,18.87,16.06,22.73,0.615499887091834
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Percent,2015,0.1082903988289701,0.1487400313868297,0.0581776109619587,19.34,16.09,23.52,0.622222469472476
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Rate,2015,395.6298344832,573.73165743648,212.65172493314,19.34,16.09,23.52,0.622222469472476
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Percent,2016,0.1116589229082068,0.1488001705396858,0.0610217105361169,20.78,17.4,25.35,0.62866662466714
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Rate,2016,408.46483798861,566.65475233502,232.54301399001,20.78,17.4,25.35,0.62866662466714
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Percent,2017,0.1159814341743114,0.151457076292859,0.0655817372327922,18.41,15.35,21.88,0.634895744678987
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Rate,2017,427.10093533737,584.5848450182,238.49711520988,18.41,15.35,21.88,0.634895744678987
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Percent,2018,0.1197899258376291,0.1607649470807545,0.0707061848989726,18.47,15.58,22.9,0.640948750163115
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Rate,2018,443.73628641839,624.3393793241299,261.48485497036,18.47,15.58,22.9,0.640948750163115
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Percent,2019,0.1216276668257361,0.1669132609314146,0.0729940780914907,19.34,16.76,23.72,0.64686545689526
DALYs (Disability-Adjusted Life Years),Indonesia,Stroke,Ambient particulate matter pollution,Rate,2019,454.44830005938,640.44432399364,254.76466352039,19.34,16.76,23.72,0.64686545689526
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Percent,2010,0.0742820168672007,0.1649629470387453,0.0244333547345253,7.19,3.79,12.39,0.62330878605608
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Rate,2010,165.11542141758,371.20807849151,54.3998908451,7.19,3.79,12.39,0.62330878605608
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Percent,2011,0.0744139109837935,0.1469919937917818,0.0278037777056768,7.04,4.12,12.24,0.626438251319165
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Rate,2011,167.56616088999002,326.30569045898,63.56447958759,7.04,4.12,12.24,0.626438251319165
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Percent,2012,0.0744184065806578,0.1363657898343346,0.0310309196918943,7.1,4.08,11.78,0.629881334893454
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Rate,2012,169.38259653275,304.25062260121,69.55677958761,7.1,4.08,11.78,0.629881334893454
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Percent,2013,0.074537742105586,0.1364468674218388,0.0319433317015036,7.12,4.21,12.09,0.634278114312534
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Rate,2013,170.74261248815,314.90207691825,71.91734222061,7.12,4.21,12.09,0.634278114312534
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Percent,2014,0.0747906162673537,0.1424912089683063,0.031043956349796,7.23,4.28,12.12,0.6393900664467
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Rate,2014,172.04452147791,329.52228285078,70.37490492243,7.23,4.28,12.12,0.6393900664467
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Percent,2015,0.0749996047041806,0.1563329636723386,0.0269740846446472,7.32,4.31,11.85,0.645026352546626
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Rate,2015,173.18744555423,373.36816451078,62.93833538048,7.32,4.31,11.85,0.645026352546626
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Percent,2016,0.0763848930778031,0.1411962782992279,0.0339817590811515,7.39,4.17,11.84,0.650742680102873
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Rate,2016,176.72951727094,344.98554307976,76.83591897752001,7.39,4.17,11.84,0.650742680102873
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Percent,2017,0.0791323466418191,0.1398217102670351,0.0340693630781492,7.45,4.21,12.4,0.656464010258719
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Rate,2017,183.45661697805,345.12959016356,78.94614730048,7.45,4.21,12.4,0.656464010258719
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Percent,2018,0.0817487700690931,0.1564542389072686,0.0328420974123713,7.52,3.99,12.48,0.661991453647996
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Rate,2018,189.36003782247,375.96798454934,77.14955757321,7.52,3.99,12.48,0.661991453647996
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Percent,2019,0.0829972783572104,0.1825250648266637,0.0275960563148283,7.36,3.69,11.78,0.667060979290814
DALYs (Disability-Adjusted Life Years),Fiji,Stroke,Ambient particulate matter pollution,Rate,2019,191.86589191266,437.56951140965,62.59381410837,7.36,3.69,11.78,0.667060979290814
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.2647158148094861,0.3346166946184932,0.1711697991568473,47.18,44.59,49.38,0.64152144342547
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,479.85351022214,617.74561596675,302.96644736092003,47.18,44.59,49.38,0.64152144342547
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.2773774164715744,0.3452184932399491,0.1831695804982165,51.92,45.85,59.45,0.651447977618785
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,492.70484388967,621.9250000537099,319.5993829876,51.92,45.85,59.45,0.651447977618785
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.2932770135279915,0.357427916760086,0.1999656541734923,53.43,46.71,59.15,0.657144292359298
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,508.40793576637,637.65833753654,346.37628939677,53.43,46.71,59.15,0.657144292359298
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.3085781995525642,0.3713694897732899,0.2142315715985271,64.93,61.43,67.88,0.66310300729639
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,525.92883375081,657.49687738887,350.79335674432,64.93,61.43,67.88,0.66310300729639
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.319995201948148,0.3829046626467302,0.2236495875093151,55.4,52.78,57.5,0.668640847002655
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,538.69208461723,660.48571416613,364.71459475904,55.4,52.78,57.5,0.668640847002655
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.3247169062049029,0.3871924328826042,0.2266255401845762,51.76,49.64,53.54,0.671940110944872
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,542.37474961439,666.33254302662,372.60394949601,51.76,49.64,53.54,0.671940110944872
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.3196710474946236,0.3787244103897997,0.2249065521679341,47.61,45.75,49.35,0.676218437253933
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,537.66336281335,667.07403888444,366.73332788024,47.61,45.75,49.35,0.676218437253933
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.3063601985074301,0.360848530026822,0.2203756988132604,46.9,44.96,48.35,0.6846196607825
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,516.36677244312,641.3167270968801,359.43672587545,46.9,44.96,48.35,0.6846196607825
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.2900977008240615,0.3423107891268631,0.2125045615319433,40.54,38.86,41.97,0.693717996192013
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,493.73593242682,622.69893186034,348.87571945511,40.54,38.86,41.97,0.693717996192013
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.2750475181878343,0.3239946968700467,0.2065489670754356,38.15,36.69,39.42,0.703686823937232
DALYs (Disability-Adjusted Life Years),China,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,476.56725885563,601.4373323881799,347.29059327366,38.15,36.69,39.42,0.703686823937232
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.0842199364257807,0.1147417757706039,0.0510928086940497,20.59,16.5,24.63,0.585982419406785
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,104.41172458128,144.79740961148,62.659321025100006,20.59,16.5,24.63,0.585982419406785
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.0853268669107861,0.1142396553703939,0.0539505682949877,19.12,15.79,23.06,0.593652984587084
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,106.04460694849,141.63890593588002,63.99285446926,19.12,15.79,23.06,0.593652984587084
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.0864047124607438,0.1122278737638512,0.0550785679139265,20.27,17.12,24.51,0.601185701344525
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,106.15371263812,141.81244567278,63.134813966980005,20.27,17.12,24.51,0.601185701344525
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.0878747904909745,0.1151816094672363,0.0568002856207307,20.91,17.74,24.49,0.608509904334102
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,106.56700507025,140.98511739523,69.24113638577,20.91,17.74,24.49,0.608509904334102
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.089678127813305,0.1170080163785972,0.0577511541400663,18.87,16.06,22.73,0.615499887091834
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,107.46991171599,145.10110896955,68.7766088171,18.87,16.06,22.73,0.615499887091834
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.091623843850324,0.1220570769414667,0.0590668972958654,19.34,16.09,23.52,0.622222469472476
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,110.77574519676,150.12719636112,69.66339276114999,19.34,16.09,23.52,0.622222469472476
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.0945521337523114,0.1215912945824141,0.0624029331652454,20.78,17.4,25.35,0.62866662466714
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,113.8929065666,150.6155001428,74.85131912991,20.78,17.4,25.35,0.62866662466714
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0980038445161064,0.1242983713690083,0.0674093802833736,18.41,15.35,21.88,0.634895744678987
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,118.18378839580998,156.86219947146,83.86231491683,18.41,15.35,21.88,0.634895744678987
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.1012186378750278,0.1294138299679067,0.0713212899913328,18.47,15.58,22.9,0.640948750163115
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,122.3549123796,167.14001952943,86.21841100243999,18.47,15.58,22.9,0.640948750163115
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.10331158196741,0.135044445565721,0.0707719872534699,19.34,16.76,23.72,0.64686545689526
DALYs (Disability-Adjusted Life Years),Indonesia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,125.42936981363,169.08921694587,85.32849412079,19.34,16.76,23.72,0.64686545689526
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.0397332988455579,0.0844717229978408,0.0145897553484318,7.19,3.79,12.39,0.62330878605608
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,55.35600019986,119.32882972915,20.50449614979,7.19,3.79,12.39,0.62330878605608
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.0399757641609502,0.0764626880072341,0.0174867667971092,7.04,4.12,12.24,0.626438251319165
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,55.18670277267,103.38213346848,24.16949487742,7.04,4.12,12.24,0.626438251319165
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.0396187808931511,0.0685165194573513,0.0191452284137532,7.1,4.08,11.78,0.629881334893454
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,54.24859747333,95.07865590041,26.08553670253,7.1,4.08,11.78,0.629881334893454
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.0399045252760773,0.0683884680632705,0.0184301777737067,7.12,4.21,12.09,0.634278114312534
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,54.84391286266,96.77489950431,26.12329004293,7.12,4.21,12.09,0.634278114312534
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.0402244133182908,0.0727560800179523,0.0181897137770811,7.23,4.28,12.12,0.6393900664467
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,55.26078529696,105.62483080974,24.59283942923,7.23,4.28,12.12,0.6393900664467
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.0406271526778264,0.0799658403082502,0.0151243426608934,7.32,4.31,11.85,0.645026352546626
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,55.84222520098,116.35939476738,20.030891779060003,7.32,4.31,11.85,0.645026352546626
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.0414427315270971,0.0731463623215936,0.0192980358488661,7.39,4.17,11.84,0.650742680102873
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,56.9040852323,107.11825213615,25.38971177622,7.39,4.17,11.84,0.650742680102873
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0428951809796517,0.0746175302576338,0.0208708158121838,7.45,4.21,12.4,0.656464010258719
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,58.87353176241,104.30416160861,27.838374448600003,7.45,4.21,12.4,0.656464010258719
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.0442882238038567,0.0822363842640239,0.019924321407013,7.52,3.99,12.48,0.661991453647996
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,60.5781814069,114.99259275645,25.611390218560004,7.52,3.99,12.48,0.661991453647996
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0451434402577056,0.097891652973554,0.014798809135961,7.36,3.69,11.78,0.667060979290814
DALYs (Disability-Adjusted Life Years),Fiji,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,61.48530663203999,133.61092894406,19.84813113491,7.36,3.69,11.78,0.667060979290814
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.138155831820145,0.168082792311715,0.0979882633010997,18.06,17.42,18.65,0.723891348732225
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,1858.12409511962,2274.21469313597,1330.27093330533,18.06,17.42,18.65,0.723891348732225
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.135801885784027,0.1650028379652861,0.0970084899842263,18.68,17.97,19.28,0.729018272021873
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,1740.6441070084395,2116.1744161984097,1253.87104218816,18.68,17.97,19.28,0.729018272021873
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.1327167778833528,0.1617741715044772,0.096704853082348,16.96,16.25,17.56,0.73389248238628
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,1719.16693950364,2096.00847310332,1261.86933881948,16.96,16.25,17.56,0.73389248238628
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.1288369412993636,0.1570448685300569,0.0960873455696438,15.96,15.35,16.44,0.737880472910291
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,1607.08912337364,1962.30522981282,1205.24887092509,15.96,15.35,16.44,0.737880472910291
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.1245454178579982,0.1527997759769089,0.0932947819322967,15.96,15.42,16.52,0.740395466703106
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,1606.63766158835,1979.33526225836,1204.23587120527,15.96,15.42,16.52,0.740395466703106
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.1200338882742477,0.1489590213720872,0.0901137437377466,15.41,14.83,16.07,0.743473529634312
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,1552.48522295881,1921.46405671895,1175.27363048043,15.41,14.83,16.07,0.743473529634312
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.1145315303602955,0.1420828878401761,0.0870231461760477,14.85,14.13,15.49,0.747058709528536
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,1485.07403359065,1844.89124967934,1124.7084572762,14.85,14.13,15.49,0.747058709528536
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.1082126333330279,0.1345514317440228,0.0825403792278676,15.32,14.58,15.94,0.751117366992228
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,1411.24095961785,1771.4694449652,1060.43136714047,15.32,14.58,15.94,0.751117366992228
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.1027628123957637,0.1286457424638508,0.0771233785429919,15.6,14.8,16.43,0.755533333480467
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,1353.84610231886,1700.10775562974,1008.98507479455,15.6,14.8,16.43,0.755533333480467
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.0994319675924152,0.1258819871977611,0.072773603839544,13.3,12.55,14.1,0.760283970607593
DALYs (Disability-Adjusted Life Years),Romania,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,1301.74010327915,1662.2807403149295,957.17428019173,13.3,12.55,14.1,0.760283970607593
DALYs (Disability-Adjusted Life Years),Indonesia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.0914115782581322,0.1331428323134169,0.0503608427117132,20.59,16.5,24.63,0.585982419406785
DALYs (Disability-Adjusted Life Years),Indonesia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,603.93386315605,890.97063509783,325.48591257862,20.59,16.5,24.63,0.585982419406785
DALYs (Disability-Adjusted Life Years),Indonesia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.0929134906741709,0.1324135243665169,0.0525608956200115,19.12,15.79,23.06,0.593652984587084
DALYs (Disability-Adjusted Life Years),Indonesia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,613.30107090169,877.72689598271,326.4081772769,19.12,15.79,23.06,0.593652984587084
