measure,country,cause,risk-exposure-impact,metric,year,measure val,upper,lower,pm25 concentration,pm25 lower bound,pm25 upper bound,sdi mean value
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.1074412950031101,0.1456497623806567,0.0737310505899009,10.53,8.32,13.19,0.767633587927234
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,1755.69158722904,2386.0668642372298,1206.42291484329,10.53,8.32,13.19,0.767633587927234
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.1039774672274018,0.1377117444227207,0.0716965768125111,10.22,8.31,12.3,0.77192038427212
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,1629.84459740995,2169.47311994122,1131.51438881149,10.22,8.31,12.3,0.77192038427212
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.0985615463819009,0.1319185689820614,0.0663039082769986,10.46,8.4,12.97,0.776526978961411
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,1486.92925109147,1999.06567997791,994.36144221939,10.46,8.4,12.97,0.776526978961411
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.092996640475837,0.1314364123729565,0.0604891486441508,10.8,8.78,13.19,0.780617524284297
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,1388.22982953668,1958.35778606348,897.16503448826,10.8,8.78,13.19,0.780617524284297
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.0891900863619521,0.1339309347273437,0.0548043149265055,9.49,7.7,11.57,0.784913773964283
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,1283.04200255257,1926.58525998684,776.65610651108,9.49,7.7,11.57,0.784913773964283
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.086276627436842,0.1236056429380987,0.054580978921987,8.71,7.07,11.03,0.790330149439335
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,1216.84095860646,1755.4945437999702,772.8299051079699,8.71,7.07,11.03,0.790330149439335
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.0832007505128921,0.1193627605993183,0.0533336887190177,8.38,6.8,10.4,0.79566948446832
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,1107.66247732557,1585.50417767952,709.42864367523,8.38,6.8,10.4,0.79566948446832
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.0802845107592498,0.1156306507071506,0.0520042600554861,9.22,7.62,11.25,0.800108144129611
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,1071.46816008071,1543.26255401961,688.94262200836,9.22,7.62,11.25,0.800108144129611
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.0772819019288582,0.1180237532572517,0.0465856851889227,8.88,7.31,10.85,0.803658201264112
DALYs (Disability-Adjusted Life Years),Russian Federation,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,1013.84480500554,1545.09882471714,611.15335434077,8.88,7.31,10.85,0.803658201264112
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.1486888657126845,0.1792986531682538,0.1177224937744944,29.83,28.8,30.89,0.84251142929369
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,412.53033879202,496.53403608071,328.06974086898,29.83,28.8,30.89,0.84251142929369
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.1511511157127184,0.1788998750729435,0.122063372222856,29.35,28.39,30.2,0.846913228744834
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,415.07426786547,498.30277155763,333.26454396973,29.35,28.39,30.2,0.846913228744834
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.1573376375655978,0.1846148836535026,0.1279740560249385,26.18,25.33,27.0,0.851140262773848
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,428.45417919238,506.75663885489007,347.16709857882,26.18,25.33,27.0,0.851140262773848
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.1648077109824322,0.1915373299108221,0.1347421258726149,28.54,27.58,29.38,0.855441000170575
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,442.56965688124,522.7511860040901,358.81541009389,28.54,27.58,29.38,0.855441000170575
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.1708939310128499,0.1993592726377204,0.1388716069575218,28.95,27.93,29.92,0.859665567500037
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,453.31540947267,536.75957213458,368.06290383823,28.95,27.93,29.92,0.859665567500037
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.1734814417846494,0.2043034132477182,0.1398802734080084,27.61,26.6,28.42,0.863907408481354
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,459.05382476369,552.5004585977999,369.35969081638,27.61,26.6,28.42,0.863907408481354
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.1728539328413555,0.2064604694609149,0.1422956891467915,27.26,26.35,27.96,0.868317824083966
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,459.1543674079,555.53309938705,367.3636573283,27.26,26.35,27.96,0.868317824083966
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.1711668864701695,0.2074165920278581,0.1393809649710372,25.81,24.96,26.36,0.87261776393019
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,456.7839149126,556.78602881138,359.22809829498,25.81,24.96,26.36,0.87261776393019
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.1694920790271959,0.2114697750804165,0.1280062747725603,23.7,22.95,24.46,0.876823316849569
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,461.09552613378,584.2152640846,347.59442487461,23.7,22.95,24.46,0.876823316849569
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.1676788440578931,0.2192464187898409,0.1160540427635682,24.04,23.39,24.75,0.88073150966869
DALYs (Disability-Adjusted Life Years),Republic of Korea,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,459.83994124138,613.77150963243,315.51342362385003,24.04,23.39,24.75,0.88073150966869
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.1111723017497572,0.1395869188843311,0.0867270185547971,29.83,28.8,30.89,0.84251142929369
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,83.34366721929,105.8142604641,62.96657870854,29.83,28.8,30.89,0.84251142929369
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.1153352111983114,0.1418519619936989,0.092177508266973,29.35,28.39,30.2,0.846913228744834
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,86.18314502202,109.3529609776,66.37890821825,29.35,28.39,30.2,0.846913228744834
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.1231608335160012,0.1492280696369627,0.0990355622809896,26.18,25.33,27.0,0.851140262773848
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,91.67617269549,114.78388925986,71.35369482015,26.18,25.33,27.0,0.851140262773848
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.1319944549369604,0.1579327269098736,0.1057711764385524,28.54,27.58,29.38,0.855441000170575
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,96.94012488535,120.86283492567,75.57624154991,28.54,27.58,29.38,0.855441000170575
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.1400595883165863,0.1688750077131802,0.1109061107697383,28.95,27.93,29.92,0.859665567500037
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,102.02848511396,126.18909319347,78.79627451494,28.95,27.93,29.92,0.859665567500037
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.1450898610739696,0.1795807252371974,0.1135519664535105,27.61,26.6,28.42,0.863907408481354
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,105.88027214043,134.36513370368,80.95730955647,27.61,26.6,28.42,0.863907408481354
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.1467061978340479,0.1788513964694023,0.1158793504662652,27.26,26.35,27.96,0.868317824083966
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,107.56775843345,137.52169883381,81.17433554447,27.26,26.35,27.96,0.868317824083966
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.147469586803037,0.1845660658623187,0.1119609321626477,25.81,24.96,26.36,0.87261776393019
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,108.93178977434,142.85483659905,79.45696853835,25.81,24.96,26.36,0.87261776393019
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.1476617671150628,0.191407138905307,0.1060998048059673,23.7,22.95,24.46,0.876823316849569
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,110.82294502371,150.92428259023,75.22345666078999,23.7,22.95,24.46,0.876823316849569
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.1476519126634221,0.2062902944711892,0.0984629421008909,24.04,23.39,24.75,0.88073150966869
DALYs (Disability-Adjusted Life Years),Republic of Korea,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,112.39948293517,161.78633986515,74.43320478569,24.04,23.39,24.75,0.88073150966869
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Percent,2010,0.0346263780154833,0.0571658962406852,0.0142144560039742,9.03,8.14,9.93,0.803561543809643
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Rate,2010,31.12495415203,51.63999280343,13.00955076628,9.03,8.14,9.93,0.803561543809643
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Percent,2011,0.0343613357697482,0.0559158983093992,0.0148591250216559,8.08,7.3,8.68,0.807520219913819
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Rate,2011,30.328659724310004,49.7967888938,13.38056258501,8.08,7.3,8.68,0.807520219913819
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Percent,2012,0.0337296467124322,0.0549357544997855,0.0148599107375306,7.31,6.82,7.85,0.811644461488936
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Rate,2012,28.89823155471,47.61507623341,12.6537226105,7.31,6.82,7.85,0.811644461488936
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Percent,2013,0.0329653141589459,0.0537760106698203,0.0144687670996581,7.26,6.86,7.63,0.816453661448137
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Rate,2013,27.4771926916,45.59918050874,11.72394071834,7.26,6.86,7.63,0.816453661448137
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Percent,2014,0.0323301138320616,0.0531421403948676,0.014137014160812,6.91,6.6,7.17,0.820840850321621
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Rate,2014,26.90166180347,44.1828222196,11.45594444217,6.91,6.6,7.17,0.820840850321621
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Percent,2015,0.0320633095973513,0.0533148970193466,0.0138548305810168,6.6,6.31,6.93,0.824860715173108
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Rate,2015,26.53570327175,43.65007002128,11.04419331515,6.6,6.31,6.93,0.824860715173108
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Percent,2016,0.0353800715850958,0.0569195641066384,0.0177123353266659,6.67,6.37,7.02,0.828559943182664
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Rate,2016,28.7558059843,45.63194529703,14.27657500819,6.67,6.37,7.02,0.828559943182664
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Percent,2017,0.0426848644207287,0.0650814342989328,0.0242392508949282,6.89,6.55,7.21,0.831798265550707
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Rate,2017,33.94152346885,51.955119931750005,18.9417849374,6.89,6.55,7.21,0.831798265550707
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Percent,2018,0.0499772632069999,0.0735304540694836,0.0300989439404394,7.11,6.71,7.53,0.835354624190932
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Rate,2018,39.25193569595,58.74775338327,23.32766542976,7.11,6.71,7.53,0.835354624190932
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Percent,2019,0.0532833445488391,0.0785399089828193,0.0321360740987395,8.93,8.61,9.27,0.839317426059217
DALYs (Disability-Adjusted Life Years),Australia,Stroke,Ambient particulate matter pollution,Rate,2019,42.62112822737,62.83533367912,24.97515378811,8.93,8.61,9.27,0.839317426059217
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2010,0.0332726207522945,0.0544209687420797,0.0135296668695766,9.03,8.14,9.93,0.803561543809643
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,121.85627348215,199.23750326508,50.33008631772,9.03,8.14,9.93,0.803561543809643
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2011,0.0325981896244771,0.0526812065802772,0.014018391292446,8.08,7.3,8.68,0.807520219913819
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,116.56566256132,189.77713796815,49.606494757780006,8.08,7.3,8.68,0.807520219913819
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2012,0.0313966154181865,0.05032226160152,0.0137049963595092,7.31,6.82,7.85,0.811644461488936
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,108.6044125058,176.28434009424998,45.83818512739,7.31,6.82,7.85,0.811644461488936
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2013,0.0303373555768619,0.048832549483644,0.0131125329598947,7.26,6.86,7.63,0.816453661448137
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,103.47880860426,168.36259809245,44.30969242798,7.26,6.86,7.63,0.816453661448137
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2014,0.0295341786110601,0.0480053273430368,0.0126507597998298,6.91,6.6,7.17,0.820840850321621
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,100.98400355555,164.31352906518998,42.33311124585,6.91,6.6,7.17,0.820840850321621
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2015,0.0290051156923555,0.0480120928492683,0.0122990329164619,6.6,6.31,6.93,0.824860715173108
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,98.64328533965,161.60545509768,41.85699550769,6.6,6.31,6.93,0.824860715173108
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2016,0.0316185580189432,0.0497020684253558,0.0156299734640833,6.67,6.37,7.02,0.828559943182664
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,104.58938471652,165.90893956958,51.33082735325,6.67,6.37,7.02,0.828559943182664
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2017,0.0375196606174252,0.0564531925750267,0.0214034966858137,6.89,6.55,7.21,0.831798265550707
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,121.61643851648,183.47356825,69.32952033664,6.89,6.55,7.21,0.831798265550707
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2018,0.0432835563073225,0.0631020901972392,0.0260774142466257,7.11,6.71,7.53,0.835354624190932
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,137.33006105760998,200.50308853912,83.14405357439,7.11,6.71,7.53,0.835354624190932
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Percent,2019,0.0461682679469147,0.0674894070516467,0.0283501766846226,8.93,8.61,9.27,0.839317426059217
DALYs (Disability-Adjusted Life Years),Australia,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,150.11694423273,219.07998023077,88.92108859303,8.93,8.61,9.27,0.839317426059217
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.0399363347472061,0.0563977953880316,0.0259974723620697,14.22,13.23,15.24,0.844361810771781
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,35.7437973694,50.14483341495,22.90814435252,14.22,13.23,15.24,0.844361810771781
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.0413853055418793,0.0571610176161565,0.0279624529540486,13.91,12.87,15.01,0.846750266822805
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,37.58397988587,51.94101562604,24.71694540413,13.91,12.87,15.01,0.846750266822805
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.0443629010863865,0.0603276061158244,0.0310349965271726,12.37,11.63,13.25,0.849061489406189
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,40.42915760616,55.47603674538,27.45457562178,12.37,11.63,13.25,0.849061489406189
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.048117072442693,0.0641064509392143,0.0342342299175845,13.45,12.54,14.35,0.851356993626047
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,43.86820668946,59.10750786276,30.1805520457,13.45,12.54,14.35,0.851356993626047
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.0511992986238455,0.06817971066919,0.0362594659314922,13.41,12.45,14.29,0.85369274935716
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,46.7737401666,63.14413725602,32.35807680534,13.41,12.45,14.29,0.85369274935716
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.0527042066144504,0.0715245378230708,0.0358595640996783,12.75,11.88,13.54,0.856097498738686
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,48.48677149602,66.41703969143,33.00743414132,12.75,11.88,13.54,0.856097498738686
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.0530342900982064,0.0711997601938182,0.0365679263273846,12.54,11.63,13.37,0.858698173210648
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,49.472730632440005,67.64053170486,33.58799286452,12.54,11.63,13.37,0.858698173210648
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0535695455779531,0.0727543186209981,0.036325433094107,11.89,10.91,12.73,0.861393308858287
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,51.40926454427,69.69702593445,33.67205630361,11.89,10.91,12.73,0.861393308858287
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.053386127792154,0.0762715928097395,0.0333398044976056,10.87,10.13,11.65,0.864237136659234
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,51.86723107347,75.41196684264,32.38076087718,10.87,10.13,11.65,0.864237136659234
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0531364241520005,0.0819407188344111,0.0285959698744514,10.84,10.02,11.55,0.867148183486851
DALYs (Disability-Adjusted Life Years),Japan,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,52.00183540231,80.03370732773,28.09735007259,10.84,10.02,11.55,0.867148183486851
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.0223429596651365,0.0362371403985246,0.009693797113434,9.03,8.14,9.93,0.803561543809643
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,24.587166263,39.795795541,10.34697670217,9.03,8.14,9.93,0.803561543809643
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.022553645525242,0.0360184750339226,0.0100850388334052,8.08,7.3,8.68,0.807520219913819
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,24.82153938638,39.563867422440005,11.0170869018,8.08,7.3,8.68,0.807520219913819
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.0222182550494734,0.0354164859409763,0.0100330797162953,7.31,6.82,7.85,0.811644461488936
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,24.44602966589,39.15278752502,11.08749722338,7.31,6.82,7.85,0.811644461488936
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.0219175832513136,0.0348973997555328,0.0098067509592301,7.26,6.86,7.63,0.816453661448137
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,24.36243001467,39.04415065387,10.90133985281,7.26,6.86,7.63,0.816453661448137
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.0218090741122392,0.0351443535920433,0.0094962990658231,6.91,6.6,7.17,0.820840850321621
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,24.79965770067,39.78128692369,10.76121983184,6.91,6.6,7.17,0.820840850321621
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.0218040295634231,0.0360368139262567,0.0092523451754188,6.6,6.31,6.93,0.824860715173108
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,25.0072529467,40.40723236126,10.48421684292,6.6,6.31,6.93,0.824860715173108
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.0241563553896673,0.0385846786836295,0.0115268080138139,6.67,6.37,7.02,0.828559943182664
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,27.63322464011,42.35187859684,13.55296875921,6.67,6.37,7.02,0.828559943182664
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0294885422658875,0.044622658170935,0.0170409465866364,6.89,6.55,7.21,0.831798265550707
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,33.8020488212,49.35292193311,18.98670068532,6.89,6.55,7.21,0.831798265550707
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.0345054202380664,0.0502965411243491,0.0207920757066591,7.11,6.71,7.53,0.835354624190932
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,38.82976731915,55.40090294933,23.12344895804,7.11,6.71,7.53,0.835354624190932
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0370572698792561,0.0546756401533077,0.0226549391952723,8.93,8.61,9.27,0.839317426059217
DALYs (Disability-Adjusted Life Years),Australia,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,42.25287844391,60.69478494633,25.40621119974,8.93,8.61,9.27,0.839317426059217
DALYs (Disability-Adjusted Life Years),Russian Federation,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.097929212723425,0.139065964025671,0.0620647538987974,11.88,9.67,14.68,0.763320116187813
DALYs (Disability-Adjusted Life Years),Russian Federation,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,75.62546140749001,106.37900755545,48.31819338724,11.88,9.67,14.68,0.763320116187813
